trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
OCESN4406F246703:2021-03-09T18:51:45Z,21:22:00,21:26:00,StopPoint:OCEINTERCITES-87723197,10,,0,0,
OCESN4406F246703:2021-03-09T18:51:45Z,21:34:00,21:34:00,StopPoint:OCEINTERCITES-87722025,11,,1,0,
OCESN4406F267028:2021-03-09T18:51:45Z,14:37:00,14:37:00,StopPoint:OCEINTERCITES-87481002,0,,0,1,
OCESN4406F267028:2021-03-09T18:51:45Z,15:16:00,15:18:00,StopPoint:OCEINTERCITES-87484006,1,,0,0,
OCESN4406F267028:2021-03-09T18:51:45Z,15:39:00,15:41:00,StopPoint:OCEINTERCITES-87487603,2,,0,0,
OCESN4406F267028:2021-03-09T18:51:45Z,16:14:00,16:16:00,StopPoint:OCEINTERCITES-87571240,3,,0,0,
OCESN4406F267028:2021-03-09T18:51:45Z,17:39:00,17:41:00,StopPoint:OCEINTERCITES-87576009,4,,0,0,
OCESN4406F267028:2021-03-09T18:51:45Z,17:57:00,17:59:00,StopPoint:OCEINTERCITES-87576207,5,,0,0,
OCESN4406F267028:2021-03-09T18:51:45Z,18:39:00,18:49:00,StopPoint:OCEINTERCITES-87696005,6,,0,0,
OCESN4406F267028:2021-03-09T18:51:45Z,19:17:00,19:19:00,StopPoint:OCEINTERCITES-87696328,7,,0,0,
OCESN4406F267028:2021-03-09T18:51:45Z,19:38:00,19:40:00,StopPoint:OCEINTERCITES-87732206,8,,0,0,
OCESN4406F267028:2021-03-09T18:51:45Z,20:17:00,20:19:00,StopPoint:OCEINTERCITES-87726802,9,,0,0,
OCESN4406F267028:2021-03-09T18:51:45Z,21:22:00,21:26:00,StopPoint:OCEINTERCITES-87723197,10,,0,0,
OCESN4406F267028:2021-03-09T18:51:45Z,21:34:00,21:34:00,StopPoint:OCEINTERCITES-87722025,11,,1,0,
OCESN4406F276504:2021-03-09T18:51:45Z,14:40:00,14:40:00,StopPoint:OCEINTERCITES-87481002,0,,0,1,
OCESN4406F276504:2021-03-09T18:51:45Z,15:19:00,15:21:00,StopPoint:OCEINTERCITES-87484006,1,,0,0,
OCESN4406F276504:2021-03-09T18:51:45Z,15:40:00,15:42:00,StopPoint:OCEINTERCITES-87487603,2,,0,0,
OCESN4406F276504:2021-03-09T18:51:45Z,16:14:00,16:16:00,StopPoint:OCEINTERCITES-87571240,3,,0,0,
OCESN4406F276504:2021-03-09T18:51:45Z,17:38:00,17:40:00,StopPoint:OCEINTERCITES-87576009,4,,0,0,
OCESN4406F276504:2021-03-09T18:51:45Z,17:56:00,17:58:00,StopPoint:OCEINTERCITES-87576207,5,,0,0,
OCESN4406F276504:2021-03-09T18:51:45Z,18:34:00,18:44:00,StopPoint:OCEINTERCITES-87696005,6,,0,0,
OCESN4406F276504:2021-03-09T18:51:45Z,19:16:00,19:18:00,StopPoint:OCEINTERCITES-87696328,7,,0,0,
OCESN4406F276504:2021-03-09T18:51:45Z,19:41:00,19:43:00,StopPoint:OCEINTERCITES-87732206,8,,0,0,
OCESN4406F276504:2021-03-09T18:51:45Z,20:17:00,20:19:00,StopPoint:OCEINTERCITES-87726802,9,,0,0,
OCESN4406F276504:2021-03-09T18:51:45Z,21:22:00,21:26:00,StopPoint:OCEINTERCITES-87723197,10,,0,0,
OCESN4406F276504:2021-03-09T18:51:45Z,21:34:00,21:34:00,StopPoint:OCEINTERCITES-87722025,11,,1,0,
OCESN4504F141928:2021-03-09T18:51:45Z,09:25:00,09:25:00,StopPoint:OCEINTERCITES-87722025,0,,0,1,
OCESN4504F141928:2021-03-09T18:51:45Z,09:33:00,09:38:00,StopPoint:OCEINTERCITES-87723197,1,,0,0,
OCESN4504F141928:2021-03-09T18:51:45Z,10:39:00,10:41:00,StopPoint:OCEINTERCITES-87726802,2,,0,0,
OCESN4504F141928:2021-03-09T18:51:45Z,11:18:00,11:20:00,StopPoint:OCEINTERCITES-87732206,3,,0,0,
OCESN4504F141928:2021-03-09T18:51:45Z,11:39:00,11:41:00,StopPoint:OCEINTERCITES-87696328,4,,0,0,
OCESN4504F141928:2021-03-09T18:51:45Z,12:09:00,12:18:00,StopPoint:OCEINTERCITES-87696005,5,,0,0,
OCESN4504F141928:2021-03-09T18:51:45Z,12:59:00,13:01:00,StopPoint:OCEINTERCITES-87576207,6,,0,0,
OCESN4504F141928:2021-03-09T18:51:45Z,13:22:00,13:24:00,StopPoint:OCEINTERCITES-87576009,7,,0,0,
OCESN4504F141928:2021-03-09T18:51:45Z,14:33:00,14:35:00,StopPoint:OCEINTERCITES-87571240,8,,0,0,
OCESN4504F141928:2021-03-09T18:51:45Z,15:05:00,15:07:00,StopPoint:OCEINTERCITES-87487603,9,,0,0,
OCESN4504F141928:2021-03-09T18:51:45Z,15:31:00,15:33:00,StopPoint:OCEINTERCITES-87484006,10,,0,0,
OCESN4504F141928:2021-03-09T18:51:45Z,16:12:00,16:12:00,StopPoint:OCEINTERCITES-87481002,11,,1,0,
OCESN4504F233406:2021-03-09T18:51:45Z,09:25:00,09:25:00,StopPoint:OCEINTERCITES-87722025,0,,0,1,
OCESN4504F233406:2021-03-09T18:51:45Z,09:33:00,09:38:00,StopPoint:OCEINTERCITES-87723197,1,,0,0,
OCESN4504F233406:2021-03-09T18:51:45Z,10:39:00,10:41:00,StopPoint:OCEINTERCITES-87726802,2,,0,0,
OCESN4504F233406:2021-03-09T18:51:45Z,11:18:00,11:20:00,StopPoint:OCEINTERCITES-87732206,3,,0,0,
OCESN4504F233406:2021-03-09T18:51:45Z,11:43:00,11:45:00,StopPoint:OCEINTERCITES-87696328,4,,0,0,
OCESN4504F233406:2021-03-09T18:51:45Z,12:12:00,12:22:00,StopPoint:OCEINTERCITES-87696005,5,,0,0,
OCESN4504F233406:2021-03-09T18:51:45Z,12:59:00,13:01:00,StopPoint:OCEINTERCITES-87576207,6,,0,0,
OCESN4504F233406:2021-03-09T18:51:45Z,13:31:00,13:33:00,StopPoint:OCEINTERCITES-87576009,7,,0,0,
OCESN4504F233406:2021-03-09T18:51:45Z,14:33:00,14:35:00,StopPoint:OCEINTERCITES-87571240,8,,0,0,
OCESN4504F233406:2021-03-09T18:51:45Z,15:05:00,15:07:00,StopPoint:OCEINTERCITES-87487603,9,,0,0,
OCESN4504F233406:2021-03-09T18:51:45Z,15:27:00,15:29:00,StopPoint:OCEINTERCITES-87484006,10,,0,0,
OCESN4504F233406:2021-03-09T18:51:45Z,16:09:00,16:09:00,StopPoint:OCEINTERCITES-87481002,11,,1,0,
OCESN4504F237986:2021-03-09T18:51:45Z,09:25:00,09:25:00,StopPoint:OCEINTERCITES-87722025,0,,0,1,
OCESN4504F237986:2021-03-09T18:51:45Z,09:33:00,09:38:00,StopPoint:OCEINTERCITES-87723197,1,,0,0,
OCESN4504F237986:2021-03-09T18:51:45Z,10:39:00,10:41:00,StopPoint:OCEINTERCITES-87726802,2,,0,0,
OCESN4504F237986:2021-03-09T18:51:45Z,11:18:00,11:20:00,StopPoint:OCEINTERCITES-87732206,3,,0,0,
OCESN4504F237986:2021-03-09T18:51:45Z,11:43:00,11:45:00,StopPoint:OCEINTERCITES-87696328,4,,0,0,
OCESN4504F237986:2021-03-09T18:51:45Z,12:12:00,12:22:00,StopPoint:OCEINTERCITES-87696005,5,,0,0,
OCESN4504F237986:2021-03-09T18:51:45Z,12:59:00,13:01:00,StopPoint:OCEINTERCITES-87576207,6,,0,0,
OCESN4504F237986:2021-03-09T18:51:45Z,13:22:00,13:24:00,StopPoint:OCEINTERCITES-87576009,7,,0,0,
OCESN4504F237986:2021-03-09T18:51:45Z,14:33:00,14:35:00,StopPoint:OCEINTERCITES-87571240,8,,0,0,
OCESN4504F237986:2021-03-09T18:51:45Z,15:05:00,15:07:00,StopPoint:OCEINTERCITES-87487603,9,,0,0,
OCESN4504F237986:2021-03-09T18:51:45Z,15:27:00,15:29:00,StopPoint:OCEINTERCITES-87484006,10,,0,0,
OCESN4504F237986:2021-03-09T18:51:45Z,16:09:00,16:09:00,StopPoint:OCEINTERCITES-87481002,11,,1,0,
OCESN4504F240658:2021-03-08T18:51:30Z,09:25:00,09:25:00,StopPoint:OCEINTERCITES-87722025,0,,0,1,
OCESN4504F240658:2021-03-08T18:51:30Z,09:33:00,09:38:00,StopPoint:OCEINTERCITES-87723197,1,,0,0,
OCESN4504F240658:2021-03-08T18:51:30Z,10:39:00,10:41:00,StopPoint:OCEINTERCITES-87726802,2,,0,0,
OCESN4504F240658:2021-03-08T18:51:30Z,11:18:00,11:20:00,StopPoint:OCEINTERCITES-87732206,3,,0,0,
OCESN4504F240658:2021-03-08T18:51:30Z,11:39:00,11:41:00,StopPoint:OCEINTERCITES-87696328,4,,0,0,
OCESN4504F240658:2021-03-08T18:51:30Z,12:09:00,12:18:00,StopPoint:OCEINTERCITES-87696005,5,,0,0,
OCESN4504F240658:2021-03-08T18:51:30Z,12:59:00,13:01:00,StopPoint:OCEINTERCITES-87576207,6,,0,0,
OCESN4504F240658:2021-03-08T18:51:30Z,13:22:00,13:24:00,StopPoint:OCEINTERCITES-87576009,7,,0,0,
OCESN4504F240658:2021-03-08T18:51:30Z,14:33:00,14:35:00,StopPoint:OCEINTERCITES-87571240,8,,0,0,
OCESN4504F240658:2021-03-08T18:51:30Z,15:05:00,15:07:00,StopPoint:OCEINTERCITES-87487603,9,,0,0,
OCESN4504F240658:2021-03-08T18:51:30Z,15:27:00,15:29:00,StopPoint:OCEINTERCITES-87484006,10,,0,0,
OCESN4504F240658:2021-03-08T18:51:30Z,16:09:00,16:09:00,StopPoint:OCEINTERCITES-87481002,11,,1,0,
OCESN4504F256288:2021-03-09T18:51:45Z,09:25:00,09:25:00,StopPoint:OCEINTERCITES-87722025,0,,0,1,
OCESN4504F256288:2021-03-09T18:51:45Z,09:33:00,09:38:00,StopPoint:OCEINTERCITES-87723197,1,,0,0,
OCESN4504F256288:2021-03-09T18:51:45Z,10:39:00,10:41:00,StopPoint:OCEINTERCITES-87726802,2,,0,0,
OCESN4504F256288:2021-03-09T18:51:45Z,11:18:00,11:20:00,StopPoint:OCEINTERCITES-87732206,3,,0,0,
OCESN4504F256288:2021-03-09T18:51:45Z,11:39:00,11:41:00,StopPoint:OCEINTERCITES-87696328,4,,0,0,
OCESN4504F256288:2021-03-09T18:51:45Z,12:08:00,12:17:00,StopPoint:OCEINTERCITES-87696005,5,,0,0,
OCESN4504F256288:2021-03-09T18:51:45Z,12:59:00,13:01:00,StopPoint:OCEINTERCITES-87576207,6,,0,0,
OCESN4504F256288:2021-03-09T18:51:45Z,13:22:00,13:24:00,StopPoint:OCEINTERCITES-87576009,7,,0,0,
OCESN4504F256288:2021-03-09T18:51:45Z,14:33:00,14:35:00,StopPoint:OCEINTERCITES-87571240,8,,0,0,
OCESN4504F256288:2021-03-09T18:51:45Z,15:05:00,15:07:00,StopPoint:OCEINTERCITES-87487603,9,,0,0,
OCESN4504F256288:2021-03-09T18:51:45Z,15:27:00,15:29:00,StopPoint:OCEINTERCITES-87484006,10,,0,0,
OCESN4504F256288:2021-03-09T18:51:45Z,16:09:00,16:09:00,StopPoint:OCEINTERCITES-87481002,11,,1,0,
OCESN4504F256301:2021-03-09T18:51:45Z,09:25:00,09:25:00,StopPoint:OCEINTERCITES-87722025,0,,0,1,
OCESN4504F256301:2021-03-09T18:51:45Z,09:33:00,09:38:00,StopPoint:OCEINTERCITES-87723197,1,,0,0,
OCESN4504F256301:2021-03-09T18:51:45Z,10:39:00,10:41:00,StopPoint:OCEINTERCITES-87726802,2,,0,0,
OCESN4504F256301:2021-03-09T18:51:45Z,11:18:00,11:20:00,StopPoint:OCEINTERCITES-87732206,3,,0,0,
OCESN4504F256301:2021-03-09T18:51:45Z,11:43:00,11:45:00,StopPoint:OCEINTERCITES-87696328,4,,0,0,
OCESN4504F256301:2021-03-09T18:51:45Z,12:12:00,12:22:00,StopPoint:OCEINTERCITES-87696005,5,,0,0,
OCESN4504F256301:2021-03-09T18:51:45Z,12:59:00,13:01:00,StopPoint:OCEINTERCITES-87576207,6,,0,0,
OCESN4504F256301:2021-03-09T18:51:45Z,13:26:00,13:30:00,StopPoint:OCEINTERCITES-87576009,7,,0,0,
OCESN4504F256301:2021-03-09T18:51:45Z,14:33:00,14:35:00,StopPoint:OCEINTERCITES-87571240,8,,0,0,
OCESN4504F256301:2021-03-09T18:51:45Z,15:05:00,15:07:00,StopPoint:OCEINTERCITES-87487603,9,,0,0,
OCESN4504F256301:2021-03-09T18:51:45Z,15:27:00,15:29:00,StopPoint:OCEINTERCITES-87484006,10,,0,0,
OCESN4504F256301:2021-03-09T18:51:45Z,16:09:00,16:09:00,StopPoint:OCEINTERCITES-87481002,11,,1,0,
OCESN4506F109043:2021-03-08T18:51:30Z,15:22:00,15:22:00,StopPoint:OCEINTERCITES-87722025,0,,0,1,
OCESN4506F109043:2021-03-08T18:51:30Z,15:30:00,15:34:00,StopPoint:OCEINTERCITES-87723197,1,,0,0,
OCESN4506F109043:2021-03-08T18:51:30Z,16:36:00,16:38:00,StopPoint:OCEINTERCITES-87726802,2,,0,0,
OCESN4506F109043:2021-03-08T18:51:30Z,17:15:00,17:17:00,StopPoint:OCEINTERCITES-87732206,3,,0,0,
OCESN4506F109043:2021-03-08T18:51:30Z,17:38:00,17:40:00,StopPoint:OCEINTERCITES-87696328,4,,0,0,
OCESN4506F109043:2021-03-08T18:51:30Z,18:08:00,18:21:00,StopPoint:OCEINTERCITES-87696005,5,,0,0,
OCESN4506F109043:2021-03-08T18:51:30Z,18:59:00,19:01:00,StopPoint:OCEINTERCITES-87576207,6,,0,0,
OCESN4506F109043:2021-03-08T18:51:30Z,19:20:00,19:22:00,StopPoint:OCEINTERCITES-87576009,7,,0,0,
OCESN4506F109043:2021-03-08T18:51:30Z,20:23:00,20:26:00,StopPoint:OCEINTERCITES-87571240,8,,0,0,
OCESN4506F109043:2021-03-08T18:51:30Z,21:00:00,21:02:00,StopPoint:OCEINTERCITES-87487603,9,,0,0,
OCESN4506F109043:2021-03-08T18:51:30Z,21:32:00,21:35:00,StopPoint:OCEINTERCITES-87484006,10,,0,0,
OCESN4506F109043:2021-03-08T18:51:30Z,22:17:00,22:17:00,StopPoint:OCEINTERCITES-87481002,11,,1,0,
OCESN4506F136000:2021-03-08T18:51:30Z,15:22:00,15:22:00,StopPoint:OCEINTERCITES-87722025,0,,0,1,
OCESN4506F136000:2021-03-08T18:51:30Z,15:30:00,15:34:00,StopPoint:OCEINTERCITES-87723197,1,,0,0,
OCESN4506F136000:2021-03-08T18:51:30Z,16:36:00,16:38:00,StopPoint:OCEINTERCITES-87726802,2,,0,0,
OCESN4506F136000:2021-03-08T18:51:30Z,17:15:00,17:17:00,StopPoint:OCEINTERCITES-87732206,3,,0,0,
OCESN4506F136000:2021-03-08T18:51:30Z,17:38:00,17:40:00,StopPoint:OCEINTERCITES-87696328,4,,0,0,
OCESN4506F136000:2021-03-08T18:51:30Z,18:08:00,18:21:00,StopPoint:OCEINTERCITES-87696005,5,,0,0,
OCESN4506F136000:2021-03-08T18:51:30Z,18:59:00,19:01:00,StopPoint:OCEINTERCITES-87576207,6,,0,0,
OCESN4506F136000:2021-03-08T18:51:30Z,19:20:00,19:22:00,StopPoint:OCEINTERCITES-87576009,7,,0,0,
OCESN4506F136000:2021-03-08T18:51:30Z,20:21:00,20:24:00,StopPoint:OCEINTERCITES-87571240,8,,0,0,
OCESN4506F136000:2021-03-08T18:51:30Z,21:03:00,21:05:00,StopPoint:OCEINTERCITES-87487603,9,,0,0,
OCESN4506F136000:2021-03-08T18:51:30Z,21:32:00,21:34:00,StopPoint:OCEINTERCITES-87484006,10,,0,0,
OCESN4506F136000:2021-03-08T18:51:30Z,22:16:00,22:16:00,StopPoint:OCEINTERCITES-87481002,11,,1,0,
OCESN4506F201341:2021-03-09T18:51:45Z,15:22:00,15:22:00,StopPoint:OCEINTERCITES-87722025,0,,0,1,
OCESN4506F201341:2021-03-09T18:51:45Z,15:30:00,15:34:00,StopPoint:OCEINTERCITES-87723197,1,,0,0,
OCESN4506F201341:2021-03-09T18:51:45Z,16:36:00,16:38:00,StopPoint:OCEINTERCITES-87726802,2,,0,0,
OCESN4506F201341:2021-03-09T18:51:45Z,17:15:00,17:17:00,StopPoint:OCEINTERCITES-87732206,3,,0,0,
OCESN4506F201341:2021-03-09T18:51:45Z,17:38:00,17:40:00,StopPoint:OCEINTERCITES-87696328,4,,0,0,
OCESN4506F201341:2021-03-09T18:51:45Z,18:08:00,18:21:00,StopPoint:OCEINTERCITES-87696005,5,,0,0,
OCESN4506F201341:2021-03-09T18:51:45Z,18:59:00,19:01:00,StopPoint:OCEINTERCITES-87576207,6,,0,0,
OCESN4506F201341:2021-03-09T18:51:45Z,19:20:00,19:22:00,StopPoint:OCEINTERCITES-87576009,7,,0,0,
OCESN4506F201341:2021-03-09T18:51:45Z,20:25:00,20:28:00,StopPoint:OCEINTERCITES-87571240,8,,0,0,
OCESN4506F201341:2021-03-09T18:51:45Z,21:06:00,21:08:00,StopPoint:OCEINTERCITES-87487603,9,,0,0,
OCESN4506F201341:2021-03-09T18:51:45Z,21:34:00,21:36:00,StopPoint:OCEINTERCITES-87484006,10,,0,0,
OCESN4506F201341:2021-03-09T18:51:45Z,22:18:00,22:18:00,StopPoint:OCEINTERCITES-87481002,11,,1,0,
OCESN4506F239493:2021-03-09T18:51:45Z,15:22:00,15:22:00,StopPoint:OCEINTERCITES-87722025,0,,0,1,
OCESN4506F239493:2021-03-09T18:51:45Z,15:30:00,15:34:00,StopPoint:OCEINTERCITES-87723197,1,,0,0,
OCESN4506F239493:2021-03-09T18:51:45Z,16:36:00,16:38:00,StopPoint:OCEINTERCITES-87726802,2,,0,0,
OCESN4506F239493:2021-03-09T18:51:45Z,17:15:00,17:17:00,StopPoint:OCEINTERCITES-87732206,3,,0,0,
OCESN4506F239493:2021-03-09T18:51:45Z,17:38:00,17:40:00,StopPoint:OCEINTERCITES-87696328,4,,0,0,
OCESN4506F239493:2021-03-09T18:51:45Z,18:08:00,18:21:00,StopPoint:OCEINTERCITES-87696005,5,,0,0,
OCESN4506F239493:2021-03-09T18:51:45Z,18:59:00,19:01:00,StopPoint:OCEINTERCITES-87576207,6,,0,0,
OCESN4506F239493:2021-03-09T18:51:45Z,19:19:00,19:21:00,StopPoint:OCEINTERCITES-87576009,7,,0,0,
OCESN4506F239493:2021-03-09T18:51:45Z,20:23:00,20:26:00,StopPoint:OCEINTERCITES-87571240,8,,0,0,
OCESN4506F239493:2021-03-09T18:51:45Z,21:00:00,21:02:00,StopPoint:OCEINTERCITES-87487603,9,,0,0,
OCESN4506F239493:2021-03-09T18:51:45Z,21:23:00,21:26:00,StopPoint:OCEINTERCITES-87484006,10,,0,0,
OCESN4506F239493:2021-03-09T18:51:45Z,22:08:00,22:08:00,StopPoint:OCEINTERCITES-87481002,11,,1,0,
OCESN4506F274322:2021-03-08T18:51:30Z,15:22:00,15:22:00,StopPoint:OCEINTERCITES-87722025,0,,0,1,
OCESN4506F274322:2021-03-08T18:51:30Z,15:30:00,15:34:00,StopPoint:OCEINTERCITES-87723197,1,,0,0,
OCESN4506F274322:2021-03-08T18:51:30Z,16:36:00,16:38:00,StopPoint:OCEINTERCITES-87726802,2,,0,0,
OCESN4506F274322:2021-03-08T18:51:30Z,17:15:00,17:17:00,StopPoint:OCEINTERCITES-87732206,3,,0,0,
OCESN4506F274322:2021-03-08T18:51:30Z,17:38:00,17:40:00,StopPoint:OCEINTERCITES-87696328,4,,0,0,
OCESN4506F274322:2021-03-08T18:51:30Z,18:08:00,18:21:00,StopPoint:OCEINTERCITES-87696005,5,,0,0,
OCESN4506F274322:2021-03-08T18:51:30Z,18:59:00,19:01:00,StopPoint:OCEINTERCITES-87576207,6,,0,0,
OCESN4506F274322:2021-03-08T18:51:30Z,19:20:00,19:22:00,StopPoint:OCEINTERCITES-87576009,7,,0,0,
OCESN4506F274322:2021-03-08T18:51:30Z,20:21:00,20:24:00,StopPoint:OCEINTERCITES-87571240,8,,0,0,
OCESN4506F274322:2021-03-08T18:51:30Z,20:54:00,20:56:00,StopPoint:OCEINTERCITES-87487603,9,,0,0,
OCESN4506F274322:2021-03-08T18:51:30Z,21:21:00,21:23:00,StopPoint:OCEINTERCITES-87484006,10,,0,0,
OCESN4506F274322:2021-03-08T18:51:30Z,22:05:00,22:05:00,StopPoint:OCEINTERCITES-87481002,11,,1,0,
OCESN4506F274667:2021-03-09T18:51:45Z,15:22:00,15:22:00,StopPoint:OCEINTERCITES-87722025,0,,0,1,
OCESN4506F274667:2021-03-09T18:51:45Z,15:30:00,15:34:00,StopPoint:OCEINTERCITES-87723197,1,,0,0,
OCESN4506F274667:2021-03-09T18:51:45Z,16:36:00,16:38:00,StopPoint:OCEINTERCITES-87726802,2,,0,0,
OCESN4506F274667:2021-03-09T18:51:45Z,17:15:00,17:17:00,StopPoint:OCEINTERCITES-87732206,3,,0,0,
OCESN4506F274667:2021-03-09T18:51:45Z,17:38:00,17:40:00,StopPoint:OCEINTERCITES-87696328,4,,0,0,
OCESN4506F274667:2021-03-09T18:51:45Z,18:08:00,18:21:00,StopPoint:OCEINTERCITES-87696005,5,,0,0,
OCESN4506F274667:2021-03-09T18:51:45Z,18:59:00,19:01:00,StopPoint:OCEINTERCITES-87576207,6,,0,0,
OCESN4506F274667:2021-03-09T18:51:45Z,19:19:00,19:21:00,StopPoint:OCEINTERCITES-87576009,7,,0,0,
OCESN4506F274667:2021-03-09T18:51:45Z,20:23:00,20:26:00,StopPoint:OCEINTERCITES-87571240,8,,0,0,
OCESN4506F274667:2021-03-09T18:51:45Z,21:00:00,21:02:00,StopPoint:OCEINTERCITES-87487603,9,,0,0,
OCESN4506F274667:2021-03-09T18:51:45Z,21:23:00,21:26:00,StopPoint:OCEINTERCITES-87484006,10,,0,0,
OCESN4506F274667:2021-03-09T18:51:45Z,22:08:00,22:08:00,StopPoint:OCEINTERCITES-87481002,11,,1,0,
OCESN4506F276793:2021-03-09T18:51:45Z,15:22:00,15:22:00,StopPoint:OCEINTERCITES-87722025,0,,0,1,
OCESN4506F276793:2021-03-09T18:51:45Z,15:30:00,15:34:00,StopPoint:OCEINTERCITES-87723197,1,,0,0,
OCESN4506F276793:2021-03-09T18:51:45Z,16:36:00,16:38:00,StopPoint:OCEINTERCITES-87726802,2,,0,0,
OCESN4506F276793:2021-03-09T18:51:45Z,17:15:00,17:17:00,StopPoint:OCEINTERCITES-87732206,3,,0,0,
OCESN4506F276793:2021-03-09T18:51:45Z,17:38:00,17:40:00,StopPoint:OCEINTERCITES-87696328,4,,0,0,
OCESN4506F276793:2021-03-09T18:51:45Z,18:08:00,18:21:00,StopPoint:OCEINTERCITES-87696005,5,,0,0,
OCESN4506F276793:2021-03-09T18:51:45Z,18:59:00,19:01:00,StopPoint:OCEINTERCITES-87576207,6,,0,0,
OCESN4506F276793:2021-03-09T18:51:45Z,19:19:00,19:21:00,StopPoint:OCEINTERCITES-87576009,7,,0,0,
OCESN4506F276793:2021-03-09T18:51:45Z,20:23:00,20:26:00,StopPoint:OCEINTERCITES-87571240,8,,0,0,
OCESN4506F276793:2021-03-09T18:51:45Z,21:00:00,21:02:00,StopPoint:OCEINTERCITES-87487603,9,,0,0,
OCESN4506F276793:2021-03-09T18:51:45Z,21:29:00,21:32:00,StopPoint:OCEINTERCITES-87484006,10,,0,0,
OCESN4506F276793:2021-03-09T18:51:45Z,22:11:00,22:11:00,StopPoint:OCEINTERCITES-87481002,11,,1,0,
OCESN4651F249150:2021-03-08T18:51:30Z,06:44:00,06:44:00,StopPoint:OCEINTERCITES-87611004,0,,0,1,
OCESN4651F249150:2021-03-08T18:51:30Z,07:26:00,07:29:00,StopPoint:OCEINTERCITES-87615286,1,,0,0,
OCESN4651F249150:2021-03-08T18:51:30Z,07:57:00,08:00:00,StopPoint:OCEINTERCITES-87781104,2,,0,0,
OCESN4651F249150:2021-03-08T18:51:30Z,08:12:00,08:15:00,StopPoint:OCEINTERCITES-87781005,3,,0,0,
OCESN4651F249150:2021-03-08T18:51:30Z,08:51:00,08:55:00,StopPoint:OCEINTERCITES-87773002,4,,0,0,
OCESN4651F249150:2021-03-08T18:51:30Z,09:20:00,09:23:00,StopPoint:OCEINTERCITES-87775007,5,,0,0,
OCESN4651F249150:2021-03-08T18:51:30Z,10:29:00,10:29:00,StopPoint:OCEINTERCITES-87751008,6,,1,0,
OCESN4651F254243:2021-03-09T18:51:45Z,06:44:00,06:44:00,StopPoint:OCEINTERCITES-87611004,0,,0,1,
OCESN4651F254243:2021-03-09T18:51:45Z,07:26:00,07:29:00,StopPoint:OCEINTERCITES-87615286,1,,0,0,
OCESN4651F254243:2021-03-09T18:51:45Z,07:57:00,08:00:00,StopPoint:OCEINTERCITES-87781104,2,,0,0,
OCESN4651F254243:2021-03-09T18:51:45Z,08:12:00,08:15:00,StopPoint:OCEINTERCITES-87781005,3,,0,0,
OCESN4651F254243:2021-03-09T18:51:45Z,08:50:00,08:54:00,StopPoint:OCEINTERCITES-87773002,4,,0,0,
OCESN4651F254243:2021-03-09T18:51:45Z,09:20:00,09:23:00,StopPoint:OCEINTERCITES-87775007,5,,0,0,
OCESN4651F254243:2021-03-09T18:51:45Z,10:29:00,10:29:00,StopPoint:OCEINTERCITES-87751008,6,,1,0,
OCESN4655F181956:2021-03-09T18:51:45Z,06:34:00,06:34:00,StopPoint:OCEINTERCITES-87581009,0,,0,1,
OCESN4655F181956:2021-03-09T18:51:45Z,07:36:00,07:38:00,StopPoint:OCEINTERCITES-87586008,1,,0,0,
OCESN4655F181956:2021-03-09T18:51:45Z,08:13:00,08:15:00,StopPoint:OCEINTERCITES-87611244,2,,0,0,
OCESN4655F181956:2021-03-09T18:51:45Z,08:42:00,08:42:00,StopPoint:OCEINTERCITES-87611004,3,,1,0,
OCESN4655F200940:2021-03-09T18:51:45Z,10:01:00,10:01:00,StopPoint:OCEINTERCITES-87781104,0,,0,1,
OCESN4655F200940:2021-03-09T18:51:45Z,10:14:00,10:17:00,StopPoint:OCEINTERCITES-87781005,1,,0,0,
OCESN4655F200940:2021-03-09T18:51:45Z,10:52:00,10:56:00,StopPoint:OCEINTERCITES-87773002,2,,0,0,
OCESN4655F200940:2021-03-09T18:51:45Z,11:22:00,11:25:00,StopPoint:OCEINTERCITES-87775007,3,,0,0,
OCESN4655F200940:2021-03-09T18:51:45Z,12:35:00,12:35:00,StopPoint:OCEINTERCITES-87751008,4,,1,0,
OCESN4655F201854:2021-03-07T18:51:13Z,06:34:00,06:34:00,StopPoint:OCEINTERCITES-87581009,0,,0,1,
OCESN4655F201854:2021-03-07T18:51:13Z,07:34:00,07:36:00,StopPoint:OCEINTERCITES-87586008,1,,0,0,
OCESN4655F201854:2021-03-07T18:51:13Z,08:12:00,08:14:00,StopPoint:OCEINTERCITES-87611244,2,,0,0,
OCESN4655F201854:2021-03-07T18:51:13Z,08:39:00,08:44:00,StopPoint:OCEINTERCITES-87611004,3,,0,0,
OCESN4655F201854:2021-03-07T18:51:13Z,09:28:00,09:30:00,StopPoint:OCEINTERCITES-87615286,4,,0,0,
OCESN4655F201854:2021-03-07T18:51:13Z,09:57:00,10:00:00,StopPoint:OCEINTERCITES-87781104,5,,0,0,
OCESN4655F201854:2021-03-07T18:51:13Z,10:13:00,10:16:00,StopPoint:OCEINTERCITES-87781005,6,,0,0,
OCESN4655F201854:2021-03-07T18:51:13Z,10:51:00,10:55:00,StopPoint:OCEINTERCITES-87773002,7,,0,0,
OCESN4655F201854:2021-03-07T18:51:13Z,11:22:00,11:25:00,StopPoint:OCEINTERCITES-87775007,8,,0,0,
