ID;Date;Service;Ligne;Nom de la ligne;Taux de ponctualité;Nombre de voyageurs à l'heure pour un voyageur en retard
TRA_5;2017-08;RER;E;RER E;94.5;17.2
TRA_10;2017-08;Transilien;N;Paris Montparnasse;92.0;11.5
TRA_13;2017-08;Transilien;U;La Verrière - La Défense;96.1;24.6
TRA_12;2017-09;Transilien;R;Paris Sud Est;80.9;4.2
TRA_13;2017-09;Transilien;U;La Verrière - La Défense;93.0;13.3
TRA_3;2017-10;RER;C;RER C;89.4;8.4
TRA_7;2017-10;Transilien;J;Paris Saint-Lazare Nord;90.2;9.2
TRA_7;2017-11;Transilien;J;Paris Saint-Lazare Nord;87.4;6.9
TRA_12;2017-11;Transilien;R;Paris Sud Est;79.3;3.8
TRA_3;2017-12;RER;C;RER C;88.7;7.8
TRA_5;2017-12;RER;E;RER E;94.0;15.7
TRA_10;2017-12;Transilien;N;Paris Montparnasse;86.0;6.1
TRA_3;2018-01;RER;C;RER C;88.1;7.4
TRA_10;2018-01;Transilien;N;Paris Montparnasse;90.5;9.5
TRA_2;2018-02;RER;B;RER B;79.8;4.0
TRA_7;2018-02;Transilien;J;Paris Saint-Lazare Nord;84.1;5.3
TRA_10;2018-02;Transilien;N;Paris Montparnasse;82.7;4.8
TRA_12;2018-02;Transilien;R;Paris Sud Est;73.2;2.7
TRA_11;2018-03;Transilien;P;Paris Est;91.5;10.8
TRA_6;2018-04;Transilien;H;Paris Nord Ouest;95.4;20.7
TRA_8;2018-04;Transilien;K;Paris Nord Crépy;90.6;9.6
TRA_1;2018-05;RER;A;RER A;82.2;4.6
TRA_6;2018-05;Transilien;H;Paris Nord Ouest;90.8;9.9
TRA_2;2018-06;RER;B;RER B;87.4;6.9
TRA_5;2018-06;RER;E;RER E;92.9;13.1
TRA_12;2018-06;Transilien;R;Paris Sud Est;81.1;4.3
TRA_13;2018-06;Transilien;U;La Verrière - La Défense;92.4;12.2
TRA_12;2018-07;Transilien;R;Paris Sud Est;81.7;4.5
TRA_10;2018-08;Transilien;N;Paris Montparnasse;82.1;4.6
TRA_2;2018-09;RER;B;RER B;87.0;6.7
TRA_7;2018-09;Transilien;J;Paris Saint-Lazare Nord;87.8;7.2
TRA_10;2018-09;Transilien;N;Paris Montparnasse;91.1;10.2
TRA_11;2018-09;Transilien;P;Paris Est;91.8;11.2
TRA_8;2018-10;Transilien;K;Paris Nord Crépy;88.2;7.5
TRA_9;2018-10;Transilien;L;Paris Saint-Lazare Sud;91.6;10.9
TRA_1;2018-11;RER;A;RER A;83.13;4.9
TRA_3;2018-11;RER;C;RER C;83.5;5.1
TRA_7;2018-11;Transilien;J;Paris Saint-Lazare Nord;88.6;7.8
TRA_8;2018-11;Transilien;K;Paris Nord Crépy;87.2;6.8
TRA_11;2018-11;Transilien;P;Paris Est;86.6;6.5
TRA_4;2018-12;RER;D;RER D;87.0;6.7
TRA_5;2018-12;RER;E;RER E;93.6;14.6
TRA_2;2019-01;RER;B;RER B;83.9;5.2
TRA_11;2019-01;Transilien;P;Paris Est;85.2;5.8
TRA_1;2019-03;RER;A;RER A;88.3;7.5
TRA_12;2019-03;Transilien;R;Paris Sud Est;88.6508082715;7.8
TRA_13;2019-03;Transilien;U;La Verrière - La Défense;95.9446624281;23.7
TRA_5;2019-04;RER;E;RER E;90.8825314069;10.0
TRA_8;2019-04;Transilien;K;Paris Nord Crépy;96.6542153107;28.9
TRA_12;2019-04;Transilien;R;Paris Sud Est;88.9835376818;8.1
TRA_6;2019-05;Transilien;H;Paris Nord Ouest;92.6134257074;12.5
TRA_2;2019-06;RER;B;RER B;84.5703278453;5.5
TRA_3;2019-06;RER;C;RER C;86.0919101251;6.2
TRA_5;2019-06;RER;E;RER E;91.0253888539;10.1
TRA_7;2019-06;Transilien;J;Paris Saint-Lazare Nord;86.1874863413;6.2
TRA_11;2019-06;Transilien;P;Paris Est;86.7794114703;6.6
TRA_10;2019-07;Transilien;N;Paris Montparnasse;92.4516996063;12.2
TRA_12;2019-07;Transilien;R;Paris Sud Est;86.5161740573;6.4
TRA_8;2019-08;Transilien;K;Paris Nord Crépy;95.4314205722;20.9
TRA_10;2019-08;Transilien;N;Paris Montparnasse;95.2683476971;20.1
TRA_11;2019-08;Transilien;P;Paris Est;91.5136091275;10.8
TRA_1;2019-09;RER;A;RER A;87.5728790695;7.0
TRA_4;2019-09;RER;D;RER D;86.7985737414;6.6
TRA_5;2019-09;RER;E;RER E;90.1300261821;9.1
TRA_6;2019-09;Transilien;H;Paris Nord Ouest;96.4939805702;27.5
TRA_12;2019-09;Transilien;R;Paris Sud Est;86.2375180257;6.3
TRA_13;2019-09;Transilien;U;La Verrière - La Défense;95.8603449534;23.2
TRA_4;2019-10;RER;D;RER D;79.8587131211;4.0
TRA_5;2019-10;RER;E;RER E;91.4150474074;10.6
TRA_6;2019-10;Transilien;H;Paris Nord Ouest;90.3290589447;9.3
TRA_2;2019-11;RER;B;RER B;78.262608164;3.6
TRA_8;2019-11;Transilien;K;Paris Nord Crépy;93.75604687;15.0
TRA_12;2019-11;Transilien;R;Paris Sud Est;86.2591792804;6.3
TRA_11;2020-02;Transilien;P;Paris Est;89.1155910695;8.2
TRA_9;2020-06;Transilien;L;Paris Saint-Lazare Sud;93.3066815967;13.9
TRA_12;2020-06;Transilien;R;Paris Sud Est;88.9936975488;8.1
TRA_1;2020-07;RER;A;RER A;89.0380917175;8.1
TRA_3;2020-07;RER;C;RER C;92.2690334907;11.9
TRA_7;2020-07;Transilien;J;Paris Saint-Lazare Nord;92.4947408907;12.3
TRA_4;2020-08;RER;D;RER D;87.4982800387;7.0
TRA_8;2020-08;Transilien;K;Paris Nord Crépy;76.9143270409;3.3
TRA_2;2020-09;RER;B;RER B;83.4099137874;5.0
TRA_1;2013-01;RER;A;RER A;83.6;5.1
TRA_2;2013-01;RER;B;RER B;80.1;4.0
TRA_7;2013-01;Transilien;J;Paris Saint-Lazare Nord;82.5;4.7
TRA_12;2013-01;Transilien;R;Paris Sud Est;87.2;6.8
TRA_6;2013-02;Transilien;H;Paris Nord Ouest;92.7;12.7
TRA_10;2013-02;Transilien;N;Paris Montparnasse;93.3;13.9
TRA_10;2013-03;Transilien;N;Paris Montparnasse;89.1;8.2
TRA_1;2013-04;RER;A;RER A;83.3;5.0
TRA_2;2013-04;RER;B;RER B;86.4;6.4
TRA_8;2013-04;Transilien;K;Paris Nord Crépy;82.0;4.6
TRA_9;2013-04;Transilien;L;Paris Saint-Lazare Sud;84.4;5.4
TRA_12;2013-04;Transilien;R;Paris Sud Est;89.3;8.3
TRA_2;2013-05;RER;B;RER B;84.0;5.3
TRA_13;2013-05;Transilien;U;La Verrière - La Défense;95.3;20.3
TRA_4;2013-06;RER;D;RER D;85.1;5.7
TRA_5;2013-06;RER;E;RER E;93.9;15.4
TRA_6;2013-06;Transilien;H;Paris Nord Ouest;94.1;15.9
TRA_2;2013-08;RER;B;RER B;89.9;8.9
TRA_6;2013-08;Transilien;H;Paris Nord Ouest;95.4;20.7
TRA_10;2013-08;Transilien;N;Paris Montparnasse;96.0;24.0
TRA_7;2013-09;Transilien;J;Paris Saint-Lazare Nord;88.8;7.9
TRA_12;2013-09;Transilien;R;Paris Sud Est;89.6;8.6
TRA_7;2013-10;Transilien;J;Paris Saint-Lazare Nord;83.2;5.0
TRA_9;2013-10;Transilien;L;Paris Saint-Lazare Sud;82.0;4.6
TRA_2;2013-11;RER;B;RER B;77.9;3.5
TRA_5;2013-11;RER;E;RER E;92.0;11.5
TRA_7;2013-11;Transilien;J;Paris Saint-Lazare Nord;80.7;4.2
TRA_8;2013-11;Transilien;K;Paris Nord Crépy;77.7;3.5
TRA_11;2013-11;Transilien;P;Paris Est;82.8;4.8
TRA_12;2013-11;Transilien;R;Paris Sud Est;82.5;4.7
TRA_1;2013-12;RER;A;RER A;81.2;4.3
TRA_4;2013-12;RER;D;RER D;85.5;5.9
TRA_7;2013-12;Transilien;J;Paris Saint-Lazare Nord;84.4;5.4
TRA_13;2013-12;Transilien;U;La Verrière - La Défense;90.6;9.6
TRA_5;2014-01;RER;E;RER E;93.6;14.6
TRA_13;2014-02;Transilien;U;La Verrière - La Défense;92.2;11.8
TRA_6;2014-03;Transilien;H;Paris Nord Ouest;96.4;26.8
TRA_8;2014-03;Transilien;K;Paris Nord Crépy;87.9;7.3
TRA_5;2014-04;RER;E;RER E;93.9;15.4
TRA_6;2014-04;Transilien;H;Paris Nord Ouest;95.7;22.3
TRA_10;2014-04;Transilien;N;Paris Montparnasse;95.8;22.8
TRA_6;2014-05;Transilien;H;Paris Nord Ouest;96.9;31.3
TRA_9;2014-05;Transilien;L;Paris Saint-Lazare Sud;88.8;7.9
TRA_3;2014-06;RER;C;RER C;87.3;6.9
TRA_2;2014-07;RER;B;RER B;86.9;6.6
TRA_6;2014-07;Transilien;H;Paris Nord Ouest;93.1;13.5
TRA_12;2014-08;Transilien;R;Paris Sud Est;93.2;13.7
TRA_4;2014-10;RER;D;RER D;81.4;4.4
TRA_5;2014-10;RER;E;RER E;94.0;15.7
TRA_9;2014-10;Transilien;L;Paris Saint-Lazare Sud;82.4;4.7
TRA_10;2014-10;Transilien;N;Paris Montparnasse;91.0;10.1
TRA_4;2014-11;RER;D;RER D;84.7789019644;5.6
TRA_7;2014-11;Transilien;J;Paris Saint-Lazare Nord;85.7755475979;6.0
TRA_11;2014-11;Transilien;P;Paris Est;87.2800648893;6.9
TRA_10;2014-12;Transilien;N;Paris Montparnasse;94.0;15.7
TRA_11;2014-12;Transilien;P;Paris Est;88.7;7.8
TRA_6;2015-01;Transilien;H;Paris Nord Ouest;95.5645619782;21.5
TRA_7;2015-01;Transilien;J;Paris Saint-Lazare Nord;87.2331383961;6.8
TRA_12;2015-01;Transilien;R;Paris Sud Est;89.2314187431;8.3
TRA_4;2015-02;RER;D;RER D;87.642140672;7.1
TRA_6;2015-02;Transilien;H;Paris Nord Ouest;94.1782150702;16.2
TRA_13;2015-02;Transilien;U;La Verrière - La Défense;91.4461717765;10.7
TRA_7;2015-03;Transilien;J;Paris Saint-Lazare Nord;87.4978944245;7.0
TRA_11;2015-05;Transilien;P;Paris Est;92.7029222345;12.7
TRA_12;2015-05;Transilien;R;Paris Sud Est;85.6322194653;6.0
TRA_5;2015-06;RER;E;RER E;93.059152876;13.4
TRA_8;2015-06;Transilien;K;Paris Nord Crépy;90.0426262557;9.0
TRA_9;2015-06;Transilien;L;Paris Saint-Lazare Sud;82.6352043617;4.8
TRA_5;2015-07;RER;E;RER E;93.5;14.4
TRA_10;2015-07;Transilien;N;Paris Montparnasse;90.6;9.6
TRA_5;2015-08;RER;E;RER E;94.7;17.9
TRA_8;2015-08;Transilien;K;Paris Nord Crépy;87.6;7.1
TRA_11;2015-08;Transilien;P;Paris Est;90.8;9.9
TRA_12;2015-08;Transilien;R;Paris Sud Est;91.2;10.4
TRA_1;2015-09;RER;A;RER A;69.9949558857;2.3
TRA_4;2015-10;RER;D;RER D;84.1984724898;5.3
TRA_7;2015-10;Transilien;J;Paris Saint-Lazare Nord;87.9897277443;7.3
TRA_9;2015-10;Transilien;L;Paris Saint-Lazare Sud;82.6900710249;4.8
TRA_11;2015-10;Transilien;P;Paris Est;90.724966006;9.8
TRA_1;2015-11;RER;A;RER A;67.1;2.0
TRA_4;2015-11;RER;D;RER D;81.6;4.4
TRA_8;2015-11;Transilien;K;Paris Nord Crépy;85.0;5.7
TRA_9;2015-11;Transilien;L;Paris Saint-Lazare Sud;80.6;4.2
TRA_13;2015-11;Transilien;U;La Verrière - La Défense;90.5;9.5
TRA_5;2015-12;RER;E;RER E;95.5;21.2
TRA_7;2015-12;Transilien;J;Paris Saint-Lazare Nord;89.7;8.7
TRA_5;2016-01;RER;E;RER E;95.1;19.4
TRA_9;2016-01;Transilien;L;Paris Saint-Lazare Sud;89.0;8.1
TRA_2;2016-02;RER;B;RER B;86.9;6.6
TRA_8;2016-02;Transilien;K;Paris Nord Crépy;85.5;5.9
TRA_12;2016-02;Transilien;R;Paris Sud Est;88.1;7.4
TRA_2;2016-03;RER;B;RER B;89.5;8.5
TRA_9;2016-03;Transilien;L;Paris Saint-Lazare Sud;89.9;8.9
TRA_12;2016-03;Transilien;R;Paris Sud Est;90.8;9.9
TRA_4;2016-04;RER;D;RER D;89.2;8.3
TRA_5;2016-04;RER;E;RER E;93.7;14.9
TRA_8;2016-04;Transilien;K;Paris Nord Crépy;89.8;8.8
TRA_10;2016-04;Transilien;N;Paris Montparnasse;94.3;16.5
TRA_12;2016-04;Transilien;R;Paris Sud Est;90.1;9.1
TRA_5;2016-05;RER;E;RER E;91.0;10.1
TRA_9;2016-05;Transilien;L;Paris Saint-Lazare Sud;87.3;6.9
TRA_4;2016-06;RER;D;RER D;83.0;4.9
TRA_6;2016-06;Transilien;H;Paris Nord Ouest;93.8;15.1
TRA_10;2016-06;Transilien;N;Paris Montparnasse;80.3;4.1
TRA_11;2016-06;Transilien;P;Paris Est;90.1;9.1
TRA_1;2016-07;RER;A;RER A;73.0;2.7
TRA_4;2016-07;RER;D;RER D;85.8;6.0
TRA_10;2016-07;Transilien;N;Paris Montparnasse;94.7;17.9
TRA_8;2016-08;Transilien;K;Paris Nord Crépy;89.4;8.4
TRA_2;2016-09;RER;B;RER B;87.8;7.2
TRA_7;2016-09;Transilien;J;Paris Saint-Lazare Nord;92.1;11.7
TRA_8;2016-09;Transilien;K;Paris Nord Crépy;96.3;26.0
TRA_9;2016-09;Transilien;L;Paris Saint-Lazare Sud;90.7;9.8
TRA_10;2016-09;Transilien;N;Paris Montparnasse;90.8;9.9
TRA_1;2016-10;RER;A;RER A;70.6;2.4
TRA_2;2016-10;RER;B;RER B;83.7;5.1
TRA_3;2016-10;RER;C;RER C;89.2;8.3
TRA_1;2016-11;RER;A;RER A;65.9;1.9
TRA_3;2016-11;RER;C;RER C;86.4;6.4
TRA_8;2016-11;Transilien;K;Paris Nord Crépy;96.1;24.6
TRA_12;2016-11;Transilien;R;Paris Sud Est;83.8;5.2
TRA_8;2016-12;Transilien;K;Paris Nord Crépy;86.5;6.4
TRA_12;2016-12;Transilien;R;Paris Sud Est;88.6;7.8
TRA_13;2016-12;Transilien;U;La Verrière - La Défense;94.5;17.2
TRA_11;2017-01;Transilien;P;Paris Est;89.6;8.6
TRA_10;2017-02;Transilien;N;Paris Montparnasse;89.9;8.9
TRA_3;2017-03;RER;C;RER C;89.5;8.5
TRA_6;2017-03;Transilien;H;Paris Nord Ouest;90.4;9.4
TRA_7;2017-03;Transilien;J;Paris Saint-Lazare Nord;92.8;12.9
TRA_8;2017-03;Transilien;K;Paris Nord Crépy;92.9;13.1
TRA_5;2017-04;RER;E;RER E;93.5;14.4
TRA_6;2017-04;Transilien;H;Paris Nord Ouest;89.5;8.5
TRA_9;2017-04;Transilien;L;Paris Saint-Lazare Sud;92.3;12.0
TRA_13;2017-05;Transilien;U;La Verrière - La Défense;89.2656890131;8.3
TRA_2;2017-06;RER;B;RER B;88.5347650151;7.7
TRA_3;2017-06;RER;C;RER C;85.0085845983;5.7
TRA_8;2017-06;Transilien;K;Paris Nord Crépy;95.2640347043;20.1
TRA_11;2017-06;Transilien;P;Paris Est;82.0379525219;4.6
TRA_6;2017-08;Transilien;H;Paris Nord Ouest;97.6;40.7
TRA_8;2017-08;Transilien;K;Paris Nord Crépy;94.5;17.2
TRA_12;2017-08;Transilien;R;Paris Sud Est;86.4;6.4
TRA_4;2017-09;RER;D;RER D;85.3;5.8
TRA_6;2017-09;Transilien;H;Paris Nord Ouest;96.6;28.4
TRA_8;2017-09;Transilien;K;Paris Nord Crépy;93.2;13.7
TRA_9;2017-09;Transilien;L;Paris Saint-Lazare Sud;88.1;7.4
TRA_12;2017-10;Transilien;R;Paris Sud Est;85.2;5.8
TRA_4;2017-11;RER;D;RER D;79.2;3.8
TRA_11;2017-11;Transilien;P;Paris Est;89.7;8.7
TRA_13;2017-11;Transilien;U;La Verrière - La Défense;89.1;8.2
TRA_8;2017-12;Transilien;K;Paris Nord Crépy;90.0;9.0
TRA_12;2017-12;Transilien;R;Paris Sud Est;85.5;5.9
TRA_9;2018-01;Transilien;L;Paris Saint-Lazare Sud;89.8;8.8
TRA_3;2018-02;RER;C;RER C;82.9;4.8
TRA_5;2018-02;RER;E;RER E;81.5;4.4
TRA_11;2018-02;Transilien;P;Paris Est;76.3;3.2
TRA_2;2018-03;RER;B;RER B;86.4;6.4
TRA_12;2018-03;Transilien;R;Paris Sud Est;86.0;6.1
TRA_2;2018-04;RER;B;RER B;87.4;6.9
TRA_5;2018-04;RER;E;RER E;94.4;16.9
TRA_11;2018-04;Transilien;P;Paris Est;95.3;20.3
TRA_9;2018-05;Transilien;L;Paris Saint-Lazare Sud;91.5;10.8
TRA_11;2018-05;Transilien;P;Paris Est;87.2;6.8
TRA_13;2018-05;Transilien;U;La Verrière - La Défense;94.4;16.9
TRA_4;2018-07;RER;D;RER D;81.3;4.3
TRA_9;2018-07;Transilien;L;Paris Saint-Lazare Sud;89.3;8.3
TRA_10;2018-07;Transilien;N;Paris Montparnasse;79.0;3.8
TRA_13;2018-07;Transilien;U;La Verrière - La Défense;85.3;5.8
TRA_5;2018-08;RER;E;RER E;94.7;17.9
TRA_7;2018-08;Transilien;J;Paris Saint-Lazare Nord;93.3;13.9
TRA_11;2018-08;Transilien;P;Paris Est;93.3;13.9
TRA_1;2018-09;RER;A;RER A;82.2;4.6
TRA_5;2018-09;RER;E;RER E;94.4;16.9
TRA_6;2018-09;Transilien;H;Paris Nord Ouest;95.9;23.4
TRA_9;2018-09;Transilien;L;Paris Saint-Lazare Sud;90.7;9.8
TRA_12;2018-09;Transilien;R;Paris Sud Est;87.7;7.1
TRA_1;2018-10;RER;A;RER A;80.85;4.2
TRA_2;2018-10;RER;B;RER B;84.72;5.5
TRA_4;2018-10;RER;D;RER D;83.5;5.1
TRA_12;2018-10;Transilien;R;Paris Sud Est;90.0;9.0
TRA_12;2018-11;Transilien;R;Paris Sud Est;82.4;4.7
TRA_3;2018-12;RER;C;RER C;87.3;6.9
TRA_7;2018-12;Transilien;J;Paris Saint-Lazare Nord;88.5;7.7
TRA_3;2019-01;RER;C;RER C;88.1;7.4
TRA_4;2019-01;RER;D;RER D;84.0;5.3
TRA_9;2019-01;Transilien;L;Paris Saint-Lazare Sud;91.7;11.0
TRA_4;2019-02;RER;D;RER D;85.5739047031;5.9
TRA_9;2019-02;Transilien;L;Paris Saint-Lazare Sud;95.1117862979;19.5
TRA_10;2019-02;Transilien;N;Paris Montparnasse;92.878078221;13.0
TRA_11;2019-02;Transilien;P;Paris Est;86.5127646455;6.4
TRA_13;2019-02;Transilien;U;La Verrière - La Défense;96.5348983082;27.9
TRA_2;2019-03;RER;B;RER B;89.0;8.1
TRA_3;2019-03;RER;C;RER C;91.6553837286;11.0
TRA_2;2019-04;RER;B;RER B;87.7;7.1
TRA_2;2019-05;RER;B;RER B;89.2535499652;8.3
TRA_8;2019-05;Transilien;K;Paris Nord Crépy;92.7382945557;12.8
TRA_9;2019-05;Transilien;L;Paris Saint-Lazare Sud;91.7963938052;11.2
TRA_10;2019-05;Transilien;N;Paris Montparnasse;94.0988336416;15.9
TRA_12;2019-05;Transilien;R;Paris Sud Est;91.5363403061;10.8
TRA_4;2019-07;RER;D;RER D;85.101021131;5.7
TRA_5;2019-07;RER;E;RER E;91.0308703764;10.1
TRA_6;2019-07;Transilien;H;Paris Nord Ouest;93.6641343652;14.8
TRA_8;2019-07;Transilien;K;Paris Nord Crépy;93.186751117;13.7
TRA_9;2019-07;Transilien;L;Paris Saint-Lazare Sud;93.7409637237;15.0
TRA_4;2019-08;RER;D;RER D;88.681470749;7.8
TRA_7;2019-08;Transilien;J;Paris Saint-Lazare Nord;94.4014431528;16.9
TRA_11;2019-09;Transilien;P;Paris Est;85.9310726111;6.1
TRA_1;2019-10;RER;A;RER A;85.822831683;6.1
TRA_2;2019-10;RER;B;RER B;76.4883926888;3.3
TRA_7;2019-10;Transilien;J;Paris Saint-Lazare Nord;86.438963199;6.4
TRA_5;2019-11;RER;E;RER E;91.3307668724;10.5
TRA_2;2020-02;RER;B;RER B;80.0245907009;4.0
TRA_3;2020-02;RER;C;RER C;83.2491067352;5.0
TRA_4;2020-02;RER;D;RER D;84.3037838971;5.4
TRA_7;2020-02;Transilien;J;Paris Saint-Lazare Nord;86.8799268763;6.6
TRA_8;2020-02;Transilien;K;Paris Nord Crépy;93.1550725528;13.6
TRA_9;2020-02;Transilien;L;Paris Saint-Lazare Sud;92.802218264;12.9
TRA_10;2020-02;Transilien;N;Paris Montparnasse;92.1255794089;11.7
TRA_12;2020-02;Transilien;R;Paris Sud Est;80.7233327005;4.2
TRA_13;2020-02;Transilien;U;La Verrière - La Défense;78.6415127413;3.7
TRA_3;2020-06;RER;C;RER C;85.3401127893;5.8
TRA_10;2020-06;Transilien;N;Paris Montparnasse;90.8642983575;9.9
TRA_13;2020-06;Transilien;U;La Verrière - La Défense;95.4815958161;21.1
TRA_4;2020-07;RER;D;RER D;88.8047690681;7.9
TRA_8;2020-07;Transilien;K;Paris Nord Crépy;93.2393022184;13.8
TRA_10;2020-07;Transilien;N;Paris Montparnasse;94.1424092474;16.1
TRA_12;2020-08;Transilien;R;Paris Sud Est;92.6225941121;12.6
TRA_4;2020-09;RER;D;RER D;87.5932794428;7.1
TRA_7;2020-09;Transilien;J;Paris Saint-Lazare Nord;91.4809625891;10.7
